5002,16:51:52.182912,16:51:52.182939,1000
5008,16:51:58.189072,16:51:58.189095,1000
5011,16:52:01.192881,16:52:01.192910,1000
5014,16:52:04.196169,16:52:04.196201,1000
5017,16:52:07.199415,16:52:07.199442,1000
5019,16:52:09.201195,16:52:09.201225,1000
5021,16:52:11.203482,16:52:11.203514,1000
5024,16:52:14.207026,16:52:14.207071,1000
5027,16:52:17.209354,16:52:17.209393,1000
5031,16:52:21.211857,16:52:21.211885,1000
5033,16:52:23.214284,16:52:23.214315,1000
5035,16:52:25.216583,16:52:25.216609,1000
5037,16:52:27.217709,16:52:27.217739,1000
5040,16:52:30.221480,16:52:30.221512,1000
5043,16:52:33.224298,16:52:33.224322,1000
5046,16:52:36.227626,16:52:36.227658,1000
5049,16:52:39.231235,16:52:39.231259,1000
