9002,16:51:52.215068,16:51:52.215097,1000
9007,16:51:57.220158,16:51:57.220190,1000
9011,16:52:01.224482,16:52:01.224503,1000
9019,16:52:09.234047,16:52:09.234076,1000
9020,16:52:10.234895,16:52:10.234916,1000
9021,16:52:11.236003,16:52:11.236022,1000
9028,16:52:18.242237,16:52:18.242261,1000
9035,16:52:25.249299,16:52:25.249327,1000
9038,16:52:28.252250,16:52:28.252274,1000
9041,16:52:31.255303,16:52:31.255335,1000
9043,16:52:33.257912,16:52:33.257940,1000
9048,16:52:38.262593,16:52:38.262625,1000
9049,16:52:39.263836,16:52:39.263859,1000
