4008,16:51:57.558648,16:51:57.558698,1000
9008,16:51:57.626225,16:51:57.626252,1000
10008,16:51:57.693608,16:51:57.693643,1000
6008,16:51:57.761352,16:51:57.761386,1000
2008,16:51:57.829149,16:51:57.829185,1000
7008,16:51:57.896781,16:51:57.896818,1000
4009,16:51:58.559651,16:51:58.559688,1000
5009,16:51:58.627184,16:51:58.627210,1000
9009,16:51:58.694889,16:51:58.694922,1000
6009,16:51:58.762715,16:51:58.762751,1000
3009,16:51:58.830809,16:51:58.830847,1000
2009,16:51:58.898384,16:51:58.898421,1000
8009,16:51:58.966035,16:51:58.966072,1000
7009,16:51:59.033458,16:51:59.033499,1000
1009,16:51:59.101218,16:51:59.101264,1000
10009,16:51:59.169028,16:51:59.169062,1000
4010,16:51:59.560698,16:51:59.560722,1000
5010,16:51:59.628147,16:51:59.628176,1000
9010,16:51:59.695864,16:51:59.695900,1000
6010,16:51:59.763505,16:51:59.763538,1000
1010,16:51:59.831126,16:51:59.831157,1000
8010,16:51:59.898527,16:51:59.898564,1000
2010,16:51:59.966290,16:51:59.966325,1000
7010,16:52:00.033975,16:52:00.034007,1000
10010,16:52:00.102211,16:52:00.102243,1000
6011,16:52:00.672291,16:52:00.672326,1000
8011,16:52:00.740226,16:52:00.740262,1000
10011,16:52:00.808254,16:52:00.808295,1000
3011,16:52:00.875890,16:52:00.875929,1000
7011,16:52:00.943511,16:52:00.943549,1000
5012,16:52:01.593487,16:52:01.593523,1000
9012,16:52:01.661287,16:52:01.661323,1000
2012,16:52:01.728823,16:52:01.728858,1000
8012,16:52:01.796536,16:52:01.796572,1000
10012,16:52:01.864407,16:52:01.864442,1000
3012,16:52:01.932322,16:52:01.932360,1000
1012,16:52:02.000422,16:52:02.000451,1000
4013,16:52:02.564395,16:52:02.564408,1000
5013,16:52:02.632031,16:52:02.632043,1000
9013,16:52:02.699936,16:52:02.699974,1000
3013,16:52:02.767832,16:52:02.767859,1000
2013,16:52:02.835720,16:52:02.835756,1000
10013,16:52:02.903456,16:52:02.903490,1000
1013,16:52:02.971481,16:52:02.971520,1000
7013,16:52:03.039340,16:52:03.039375,1000
6013,16:52:03.107167,16:52:03.107199,1000
4014,16:52:03.565482,16:52:03.565512,1000
9014,16:52:03.633209,16:52:03.633237,1000
3014,16:52:03.701082,16:52:03.701116,1000
6014,16:52:03.768775,16:52:03.768802,1000
7014,16:52:03.836619,16:52:03.836662,1000
8014,16:52:03.904257,16:52:03.904294,1000
10014,16:52:03.972105,16:52:03.972141,1000
5015,16:52:04.597206,16:52:04.597240,1000
9015,16:52:04.664724,16:52:04.664753,1000
1015,16:52:04.732499,16:52:04.732531,1000
6015,16:52:04.800673,16:52:04.800696,1000
3015,16:52:04.868457,16:52:04.868496,1000
7015,16:52:04.936014,16:52:04.936049,1000
2015,16:52:05.003974,16:52:05.004006,1000
8015,16:52:05.071929,16:52:05.071964,1000
10015,16:52:05.139976,16:52:05.140006,1000
4016,16:52:05.567746,16:52:05.567770,1000
5016,16:52:05.635388,16:52:05.635418,1000
9016,16:52:05.703046,16:52:05.703077,1000
3016,16:52:05.771304,16:52:05.771340,1000
8016,16:52:05.839271,16:52:05.839309,1000
6016,16:52:05.907218,16:52:05.907250,1000
10016,16:52:05.975067,16:52:05.975101,1000
1016,16:52:06.042742,16:52:06.042777,1000
9017,16:52:06.631166,16:52:06.631197,1000
1017,16:52:06.698697,16:52:06.698731,1000
3017,16:52:06.766593,16:52:06.766632,1000
2017,16:52:06.834286,16:52:06.834324,1000
10017,16:52:06.901875,16:52:06.901910,1000
7017,16:52:06.969731,16:52:06.969766,1000
4018,16:52:07.570453,16:52:07.570484,1000
5018,16:52:07.638187,16:52:07.638224,1000
9018,16:52:07.705966,16:52:07.706004,1000
6018,16:52:07.774200,16:52:07.774247,1000
7018,16:52:07.842165,16:52:07.842193,1000
8018,16:52:07.909845,16:52:07.909878,1000
2018,16:52:07.977572,16:52:07.977608,1000
10018,16:52:08.045198,16:52:08.045234,1000
1018,16:52:08.112892,16:52:08.112922,1000
4019,16:52:08.571246,16:52:08.571293,1000
6019,16:52:08.671085,16:52:08.671117,1000
8019,16:52:08.738972,16:52:08.739002,1000
1019,16:52:08.806953,16:52:08.806987,1000
3019,16:52:08.874876,16:52:08.874911,1000
2019,16:52:08.942798,16:52:08.942832,1000
10019,16:52:09.010567,16:52:09.010605,1000
4020,16:52:09.572426,16:52:09.572460,1000
5020,16:52:09.640321,16:52:09.640355,1000
6020,16:52:09.708066,16:52:09.708099,1000
3020,16:52:09.776118,16:52:09.776159,1000
2020,16:52:09.844030,16:52:09.844058,1000
8020,16:52:09.911724,16:52:09.911759,1000
7020,16:52:09.979453,16:52:09.979489,1000
10020,16:52:10.047334,16:52:10.047372,1000
3021,16:52:10.673472,16:52:10.673507,1000
8021,16:52:10.741313,16:52:10.741348,1000
1021,16:52:10.809508,16:52:10.809542,1000
10021,16:52:10.877184,16:52:10.877219,1000
7021,16:52:10.944839,16:52:10.944876,1000
4022,16:52:11.574804,16:52:11.574832,1000
5022,16:52:11.642339,16:52:11.642376,1000
9022,16:52:11.710226,16:52:11.710263,1000
3022,16:52:11.778036,16:52:11.778075,1000
1022,16:52:11.845718,16:52:11.845766,1000
6022,16:52:11.913334,16:52:11.913375,1000
10022,16:52:11.981208,16:52:11.981245,1000
2022,16:52:12.048883,16:52:12.048922,1000
7022,16:52:12.116778,16:52:12.116823,1000
4023,16:52:12.576037,16:52:12.576072,1000
5023,16:52:12.644072,16:52:12.644109,1000
9023,16:52:12.711605,16:52:12.711640,1000
3023,16:52:12.779402,16:52:12.779438,1000
6023,16:52:12.847233,16:52:12.847271,1000
1023,16:52:12.914963,16:52:12.915001,1000
10023,16:52:12.982620,16:52:12.982655,1000
2023,16:52:13.050302,16:52:13.050337,1000
7023,16:52:13.117746,16:52:13.117782,1000
4024,16:52:13.576835,16:52:13.576872,1000
9024,16:52:13.644400,16:52:13.644442,1000
6024,16:52:13.712067,16:52:13.712101,1000
8024,16:52:13.779687,16:52:13.779726,1000
3024,16:52:13.847569,16:52:13.847606,1000
10024,16:52:13.915486,16:52:13.915513,1000
1024,16:52:13.983572,16:52:13.983608,1000
4025,16:52:14.578158,16:52:14.578190,1000
5025,16:52:14.645819,16:52:14.645851,1000
9025,16:52:14.713592,16:52:14.713625,1000
10025,16:52:14.781575,16:52:14.781613,1000
6025,16:52:14.849403,16:52:14.849450,1000
8025,16:52:14.917288,16:52:14.917328,1000
3025,16:52:14.985216,16:52:14.985252,1000
2025,16:52:15.053102,16:52:15.053142,1000
7025,16:52:15.121174,16:52:15.121206,1000
5026,16:52:15.608488,16:52:15.608508,1000
9026,16:52:15.675997,16:52:15.676030,1000
3026,16:52:15.743632,16:52:15.743670,1000
1026,16:52:15.811789,16:52:15.811826,1000
7026,16:52:15.879736,16:52:15.879771,1000
2026,16:52:15.947416,16:52:15.947452,1000
10026,16:52:16.015301,16:52:16.015337,1000
8026,16:52:16.083140,16:52:16.083182,1000
4027,16:52:16.580318,16:52:16.580346,1000
9027,16:52:16.647820,16:52:16.647846,1000
3027,16:52:16.715151,16:52:16.715182,1000
6027,16:52:16.782714,16:52:16.782754,1000
8027,16:52:16.850339,16:52:16.850375,1000
10027,16:52:16.917987,16:52:16.918019,1000
7027,16:52:16.985592,16:52:16.985626,1000
2027,16:52:17.053030,16:52:17.053061,1000
4028,16:52:17.581577,16:52:17.581610,1000
5028,16:52:17.649218,16:52:17.649251,1000
6028,16:52:17.716853,16:52:17.716884,1000
10028,16:52:17.784443,16:52:17.784474,1000
1028,16:52:17.852311,16:52:17.852345,1000
7028,16:52:17.920677,16:52:17.920709,1000
2028,16:52:17.988250,16:52:17.988286,1000
4029,16:52:18.583026,16:52:18.583055,1000
5029,16:52:18.650689,16:52:18.650728,1000
9029,16:52:18.718610,16:52:18.718644,1000
6029,16:52:18.786518,16:52:18.786549,1000
10029,16:52:18.853141,16:52:18.853184,1000
3029,16:52:18.921149,16:52:18.921188,1000
2029,16:52:18.988903,16:52:18.988943,1000
8029,16:52:19.056828,16:52:19.056865,1000
4030,16:52:19.582846,16:52:19.582881,1000
5030,16:52:19.650569,16:52:19.650610,1000
9030,16:52:19.718481,16:52:19.718516,1000
6030,16:52:19.786311,16:52:19.786346,1000
10030,16:52:19.854238,16:52:19.854275,1000
2030,16:52:19.922147,16:52:19.922181,1000
1030,16:52:19.989975,16:52:19.990010,1000
7030,16:52:20.057917,16:52:20.057951,1000
8030,16:52:20.125520,16:52:20.125550,1000
9031,16:52:20.644344,16:52:20.644367,1000
1031,16:52:20.711783,16:52:20.711817,1000
3031,16:52:20.779773,16:52:20.779811,1000
2031,16:52:20.847576,16:52:20.847614,1000
6031,16:52:20.915613,16:52:20.915650,1000
7031,16:52:20.983402,16:52:20.983441,1000
10031,16:52:21.051117,16:52:21.051146,1000
8031,16:52:21.119001,16:52:21.119035,1000
4032,16:52:21.585359,16:52:21.585390,1000
5032,16:52:21.652935,16:52:21.652969,1000
9032,16:52:21.720923,16:52:21.720958,1000
10032,16:52:21.788896,16:52:21.788936,1000
6032,16:52:21.856602,16:52:21.856638,1000
8032,16:52:21.924662,16:52:21.924695,1000
3032,16:52:21.992626,16:52:21.992654,1000
2032,16:52:22.060517,16:52:22.060550,1000
7032,16:52:22.128205,16:52:22.128237,1000
1032,16:52:22.195946,16:52:22.195981,1000
9033,16:52:22.646514,16:52:22.646534,1000
2033,16:52:22.714367,16:52:22.714411,1000
8033,16:52:22.782288,16:52:22.782319,1000
1033,16:52:22.850091,16:52:22.850123,1000
3033,16:52:22.917770,16:52:22.917804,1000
7033,16:52:22.985770,16:52:22.985803,1000
4034,16:52:23.587801,16:52:23.587834,1000
5034,16:52:23.655360,16:52:23.655390,1000
9034,16:52:23.722781,16:52:23.722813,1000
10034,16:52:23.790311,16:52:23.790343,1000
6034,16:52:23.857973,16:52:23.858007,1000
1034,16:52:23.925664,16:52:23.925698,1000
8034,16:52:23.993383,16:52:23.993416,1000
7034,16:52:24.064547,16:52:24.064584,1000
6035,16:52:24.665439,16:52:24.665461,1000
3035,16:52:24.733093,16:52:24.733124,1000
7035,16:52:24.801079,16:52:24.801112,1000
2035,16:52:24.868706,16:52:24.868738,1000
10035,16:52:24.936339,16:52:24.936372,1000
1035,16:52:25.003797,16:52:25.003835,1000
8035,16:52:25.071342,16:52:25.071372,1000
4036,16:52:25.589964,16:52:25.589998,1000
5036,16:52:25.657557,16:52:25.657578,1000
9036,16:52:25.725036,16:52:25.725065,1000
6036,16:52:25.793409,16:52:25.793440,1000
2036,16:52:25.861383,16:52:25.861416,1000
10036,16:52:25.929085,16:52:25.929122,1000
8036,16:52:25.996749,16:52:25.996783,1000
7036,16:52:26.064393,16:52:26.064428,1000
1036,16:52:26.132155,16:52:26.132187,1000
4037,16:52:26.591057,16:52:26.591085,1000
9037,16:52:26.658495,16:52:26.658527,1000
3037,16:52:26.726358,16:52:26.726387,1000
8037,16:52:26.794332,16:52:26.794364,1000
6037,16:52:26.861901,16:52:26.861938,1000
1037,16:52:26.929398,16:52:26.929434,1000
7037,16:52:26.996896,16:52:26.996930,1000
2037,16:52:27.064653,16:52:27.064680,1000
4038,16:52:27.592108,16:52:27.592143,1000
5038,16:52:27.659768,16:52:27.659794,1000
6038,16:52:27.727182,16:52:27.727215,1000
2038,16:52:27.794978,16:52:27.795008,1000
8038,16:52:27.862826,16:52:27.862861,1000
7038,16:52:27.931010,16:52:27.931065,1000
10038,16:52:27.998670,16:52:27.998705,1000
4039,16:52:28.593578,16:52:28.593643,1000
5039,16:52:28.661295,16:52:28.661326,1000
9039,16:52:28.728899,16:52:28.728932,1000
3039,16:52:28.796583,16:52:28.796623,1000
6039,16:52:28.864415,16:52:28.864450,1000
1039,16:52:28.932213,16:52:28.932247,1000
7039,16:52:29.000036,16:52:29.000068,1000
4040,16:52:29.594922,16:52:29.594948,1000
9040,16:52:29.662414,16:52:29.662447,1000
3040,16:52:29.729993,16:52:29.730023,1000
8040,16:52:29.797383,16:52:29.797411,1000
7040,16:52:29.865091,16:52:29.865126,1000
1040,16:52:29.932660,16:52:29.932695,1000
10040,16:52:30.000583,16:52:30.000623,1000
5041,16:52:30.621928,16:52:30.621960,1000
6041,16:52:30.696928,16:52:30.696963,1000
3041,16:52:30.764507,16:52:30.764543,1000
10041,16:52:30.832198,16:52:30.832237,1000
2041,16:52:30.900391,16:52:30.900427,1000
1041,16:52:30.968547,16:52:30.968584,1000
8041,16:52:31.036557,16:52:31.036612,1000
4042,16:52:31.597335,16:52:31.597363,1000
5042,16:52:31.665049,16:52:31.665085,1000
9042,16:52:31.732445,16:52:31.732478,1000
3042,16:52:31.800051,16:52:31.800082,1000
1042,16:52:31.867894,16:52:31.867931,1000
10042,16:52:31.935549,16:52:31.935598,1000
2042,16:52:32.003152,16:52:32.003188,1000
7042,16:52:32.070907,16:52:32.070942,1000
8042,16:52:32.138680,16:52:32.138717,1000
3043,16:52:32.675039,16:52:32.675071,1000
10043,16:52:32.742637,16:52:32.742666,1000
2043,16:52:32.810602,16:52:32.810633,1000
8043,16:52:32.878110,16:52:32.878144,1000
7043,16:52:32.945704,16:52:32.945738,1000
4044,16:52:33.599581,16:52:33.599604,1000
5044,16:52:33.667111,16:52:33.667143,1000
9044,16:52:33.734940,16:52:33.734969,1000
3044,16:52:33.802666,16:52:33.802695,1000
6044,16:52:33.870483,16:52:33.870513,1000
1044,16:52:33.938030,16:52:33.938063,1000
7044,16:52:34.005880,16:52:34.005912,1000
10044,16:52:34.073944,16:52:34.073980,1000
2044,16:52:34.141569,16:52:34.141600,1000
8044,16:52:34.209244,16:52:34.209280,1000
5045,16:52:34.625958,16:52:34.625982,1000
9045,16:52:34.693699,16:52:34.693732,1000
1045,16:52:34.761112,16:52:34.761145,1000
6045,16:52:34.828816,16:52:34.828849,1000
8045,16:52:34.896218,16:52:34.896247,1000
7045,16:52:34.963982,16:52:34.964014,1000
4046,16:52:35.602174,16:52:35.602200,1000
9046,16:52:35.669787,16:52:35.669814,1000
6046,16:52:35.737776,16:52:35.737806,1000
3046,16:52:35.805840,16:52:35.805869,1000
1046,16:52:35.873896,16:52:35.873936,1000
8046,16:52:35.941554,16:52:35.941584,1000
10046,16:52:36.009122,16:52:36.009154,1000
2046,16:52:36.076977,16:52:36.077010,1000
4047,16:52:36.603556,16:52:36.603585,1000
5047,16:52:36.671317,16:52:36.671342,1000
9047,16:52:36.739614,16:52:36.739647,1000
3047,16:52:36.807522,16:52:36.807551,1000
6047,16:52:36.875466,16:52:36.875557,1000
1047,16:52:36.943758,16:52:36.943791,1000
7047,16:52:37.011628,16:52:37.011659,1000
10047,16:52:37.079654,16:52:37.079690,1000
2047,16:52:37.147530,16:52:37.147564,1000
5048,16:52:37.629855,16:52:37.629891,1000
6048,16:52:37.698764,16:52:37.698799,1000
3048,16:52:37.766580,16:52:37.766613,1000
2048,16:52:37.834562,16:52:37.834591,1000
7048,16:52:37.902158,16:52:37.902190,1000
10048,16:52:37.969701,16:52:37.969735,1000
1048,16:52:38.037565,16:52:38.037601,1000
8048,16:52:38.105333,16:52:38.105365,1000
10049,16:52:38.713182,16:52:38.713201,1000
6049,16:52:38.781152,16:52:38.781184,1000
8049,16:52:38.848903,16:52:38.848935,1000
2049,16:52:38.916503,16:52:38.916536,1000
7049,16:52:38.984492,16:52:38.984521,1000
None,16:52:39.733940,16:52:39.733969,0
