1000,16:51:50.199470,16:51:50.199513,1000
1002,16:51:52.201645,16:51:52.201669,1000
1008,16:51:58.208489,16:51:58.208522,1000
1011,16:52:01.212150,16:52:01.212176,1000
1014,16:52:04.215454,16:52:04.215487,1000
1020,16:52:10.222079,16:52:10.222110,1000
1025,16:52:15.227823,16:52:15.227857,1000
1027,16:52:17.230125,16:52:17.230154,1000
1029,16:52:19.231272,16:52:19.231305,1000
1038,16:52:28.240397,16:52:28.240425,1000
1043,16:52:33.245371,16:52:33.245398,1000
1049,16:52:39.251933,16:52:39.251958,1000
