4000,16:51:50.149533,16:51:50.149580,1000
4002,16:51:52.151778,16:51:52.151812,1000
4006,16:51:56.156347,16:51:56.156382,1000
4011,16:52:01.162513,16:52:01.162546,1000
4012,16:52:02.163615,16:52:02.163647,1000
4015,16:52:05.167159,16:52:05.167190,1000
4017,16:52:07.169360,16:52:07.169393,1000
4021,16:52:11.173916,16:52:11.173949,1000
4026,16:52:16.180069,16:52:16.180102,1000
4031,16:52:21.184521,16:52:21.184556,1000
4033,16:52:23.186725,16:52:23.186765,1000
4035,16:52:25.189474,16:52:25.189505,1000
4041,16:52:31.196944,16:52:31.196977,1000
4043,16:52:33.199106,16:52:33.199141,1000
4045,16:52:35.201341,16:52:35.201375,1000
4048,16:52:38.204608,16:52:38.204642,1000
4049,16:52:39.206144,16:52:39.206179,1000
