iot9,1,16:51:49.604523,99941.0
iot9,2,16:51:50.620551,99867.0
iot9,3,16:51:51.547337,99667.0
iot9,4,16:51:52.601763,99614.0
iot9,5,16:51:53.626101,99537.0
iot9,6,16:51:54.633187,99454.0
iot9,7,16:51:55.611450,99394.0
iot9,8,16:51:56.552217,99194.0
iot9,9,16:51:57.636054,99111.0
iot9,10,16:51:58.620261,99045.0
iot9,11,16:51:59.614422,98986.0
iot9,12,16:52:00.556296,98786.0
iot9,13,16:52:01.630686,98713.0
iot9,14,16:52:02.613742,98658.0
iot9,15,16:52:03.633998,98584.0
iot9,16,16:52:04.613208,98532.0
iot9,17,16:52:05.660265,98434.0
iot9,18,16:52:06.652402,98345.0
iot9,19,16:52:07.641623,98268.0
iot9,20,16:52:08.565445,98068.0
iot9,21,16:52:09.566595,97868.0
iot9,22,16:52:10.567771,97668.0
iot9,23,16:52:11.619072,97618.0
iot9,24,16:52:12.646209,97542.0
iot9,25,16:52:13.654428,97458.0
iot9,26,16:52:14.634564,97394.0
iot9,27,16:52:15.627916,97338.0
iot9,28,16:52:16.634053,97277.0
iot9,29,16:52:17.573973,97077.0
iot9,30,16:52:18.655357,96997.0
iot9,31,16:52:19.647243,96925.0
iot9,32,16:52:20.663123,96838.0
iot9,33,16:52:21.660956,96755.0
iot9,34,16:52:22.663144,96671.0
iot9,35,16:52:23.655901,96595.0
iot9,36,16:52:24.580993,96395.0
iot9,37,16:52:25.649347,96328.0
iot9,38,16:52:26.644438,96267.0
iot9,39,16:52:27.583800,96067.0
iot9,40,16:52:28.641184,96011.0
iot9,41,16:52:29.649202,95948.0
iot9,42,16:52:30.587261,95748.0
iot9,43,16:52:31.655761,95681.0
iot9,44,16:52:32.589454,95481.0
iot9,45,16:52:33.659955,95412.0
iot9,46,16:52:34.660963,95343.0
iot9,47,16:52:35.669106,95267.0
iot9,48,16:52:36.687746,95173.0
iot9,49,16:52:37.594620,94973.0
iot9,50,16:52:38.595919,94773.0
