iot4,16:51:49.481310,5
iot4,16:51:49.481452,0
iot4,16:51:50.482472,5
iot4,16:51:50.547800,0
iot4,16:51:51.483586,5
iot4,16:51:51.483750,0
iot4,16:51:52.484826,5
iot4,16:51:52.572277,0
iot4,16:51:53.485977,5
iot4,16:51:53.562383,0
iot4,16:51:54.487070,5
iot4,16:51:54.543502,0
iot4,16:51:55.488259,5
iot4,16:51:55.488440,0
iot4,16:51:56.489609,5
iot4,16:51:56.546955,0
iot4,16:51:57.490780,5
iot4,16:51:57.563124,0
iot4,16:51:58.491853,5
iot4,16:51:58.587342,0
iot4,16:51:59.492886,5
iot4,16:51:59.581248,0
iot4,16:52:00.494050,5
iot4,16:52:00.494212,0
iot4,16:52:01.495282,5
iot4,16:52:01.495446,0
iot4,16:52:02.496423,5
iot4,16:52:02.597833,0
iot4,16:52:03.497569,5
iot4,16:52:03.565885,0
iot4,16:52:04.498751,5
iot4,16:52:04.498911,0
iot4,16:52:05.500001,5
iot4,16:52:05.558571,0
iot4,16:52:06.501041,5
iot4,16:52:06.501199,0
iot4,16:52:07.502378,5
iot4,16:52:07.591719,0
iot4,16:52:08.503290,5
iot4,16:52:08.577656,0
iot4,16:52:09.504404,5
iot4,16:52:09.595901,0
iot4,16:52:10.505554,5
iot4,16:52:10.505720,0
iot4,16:52:11.506697,5
iot4,16:52:11.604157,0
iot4,16:52:12.507855,5
iot4,16:52:12.588330,0
iot4,16:52:13.508964,5
iot4,16:52:13.602435,0
iot4,16:52:14.510140,5
iot4,16:52:14.564461,0
iot4,16:52:15.511263,5
iot4,16:52:15.511438,0
iot4,16:52:16.512418,5
iot4,16:52:16.593910,0
iot4,16:52:17.513675,5
iot4,16:52:17.578075,0
iot4,16:52:18.514874,5
iot4,16:52:18.570226,0
iot4,16:52:19.514846,5
iot4,16:52:19.612350,0
iot4,16:52:20.516066,5
iot4,16:52:20.516241,0
iot4,16:52:21.517253,5
iot4,16:52:21.601750,0
iot4,16:52:22.518426,5
iot4,16:52:22.518592,0
iot4,16:52:23.519603,5
iot4,16:52:23.608000,0
iot4,16:52:24.520723,5
iot4,16:52:24.520890,0
iot4,16:52:25.521879,5
iot4,16:52:25.606306,0
iot4,16:52:26.523042,5
iot4,16:52:26.597400,0
iot4,16:52:27.524250,5
iot4,16:52:27.579708,0
iot4,16:52:28.525458,5
iot4,16:52:28.580830,0
iot4,16:52:29.526932,5
iot4,16:52:29.605314,0
iot4,16:52:30.528153,5
iot4,16:52:30.528323,0
iot4,16:52:31.529317,5
iot4,16:52:31.641885,0
iot4,16:52:32.530580,5
iot4,16:52:32.530801,0
iot4,16:52:33.531799,5
iot4,16:52:33.640296,0
iot4,16:52:34.532967,5
iot4,16:52:34.533135,0
iot4,16:52:35.534242,5
iot4,16:52:35.652754,0
iot4,16:52:36.535305,5
iot4,16:52:36.600874,0
iot4,16:52:37.536422,5
iot4,16:52:37.536594,0
iot4,16:52:38.537605,5
iot4,16:52:38.537787,0
iot4,16:52:39.538891,5
iot3,16:51:49.511939,5
iot3,16:51:49.597291,0
iot3,16:51:50.512848,5
iot3,16:51:50.585093,0
iot3,16:51:51.513927,5
iot3,16:51:51.514079,0
iot3,16:51:52.515145,5
iot3,16:51:52.515330,0
iot3,16:51:53.516299,5
iot3,16:51:53.582586,0
iot3,16:51:54.517500,5
iot3,16:51:54.607795,0
iot3,16:51:55.518558,5
iot3,16:51:55.607901,0
iot3,16:51:56.519612,5
iot3,16:51:56.598936,0
iot3,16:51:57.520728,5
iot3,16:51:57.520887,0
iot3,16:51:58.521854,5
iot3,16:51:58.610084,0
iot3,16:51:59.522962,5
iot3,16:51:59.523112,0
iot3,16:52:00.524236,5
iot3,16:52:00.637467,0
iot3,16:52:01.524838,5
iot3,16:52:01.624121,0
iot3,16:52:02.525993,5
iot3,16:52:02.587428,0
iot3,16:52:03.527238,5
iot3,16:52:03.594548,0
iot3,16:52:04.528344,5
iot3,16:52:04.625630,0
iot3,16:52:05.529413,5
iot3,16:52:05.604773,0
iot3,16:52:06.530490,5
iot3,16:52:06.623851,0
iot3,16:52:07.531601,5
iot3,16:52:07.531773,0
iot3,16:52:08.532939,5
iot3,16:52:08.646233,0
iot3,16:52:09.534028,5
iot3,16:52:09.615257,0
iot3,16:52:10.535109,5
iot3,16:52:10.605627,0
iot3,16:52:11.536218,5
iot3,16:52:11.591688,0
iot3,16:52:12.536904,5
iot3,16:52:12.596312,0
iot3,16:52:13.537318,5
iot3,16:52:13.623582,0
iot3,16:52:14.538410,5
iot3,16:52:14.633728,0
iot3,16:52:15.539485,5
iot3,16:52:15.607888,0
iot3,16:52:16.540615,5
iot3,16:52:16.604038,0
iot3,16:52:17.541104,5
iot3,16:52:17.541268,0
iot3,16:52:18.542340,5
iot3,16:52:18.636597,0
iot3,16:52:19.541651,5
iot3,16:52:19.541810,0
iot3,16:52:20.543330,5
iot3,16:52:20.637380,0
iot3,16:52:21.543723,5
iot3,16:52:21.636967,0
iot3,16:52:22.544892,5
iot3,16:52:22.644171,0
iot3,16:52:23.545991,5
iot3,16:52:23.546157,0
iot3,16:52:24.547142,5
iot3,16:52:24.608401,0
iot3,16:52:25.548246,5
iot3,16:52:25.548413,0
iot3,16:52:26.549439,5
iot3,16:52:26.606739,0
iot3,16:52:27.550658,5
iot3,16:52:27.550821,0
iot3,16:52:28.551805,5
iot3,16:52:28.617095,0
iot3,16:52:29.552827,5
iot3,16:52:29.641284,0
iot3,16:52:30.553873,5
iot3,16:52:30.632189,0
iot3,16:52:31.554945,5
iot3,16:52:31.606298,0
iot3,16:52:32.555631,5
iot3,16:52:32.607078,0
iot3,16:52:33.556771,5
iot3,16:52:33.612042,0
iot3,16:52:34.557958,5
iot3,16:52:34.558118,0
iot3,16:52:35.559396,5
iot3,16:52:35.634792,0
iot3,16:52:36.560555,5
iot3,16:52:36.611824,0
iot3,16:52:37.561667,5
iot3,16:52:37.639066,0
iot3,16:52:38.562844,5
iot3,16:52:38.563010,0
iot3,16:52:39.563587,5
iot5,16:51:49.512451,5
iot5,16:51:49.599820,0
iot5,16:51:50.513536,5
iot5,16:51:50.572836,0
iot5,16:51:51.514498,5
iot5,16:51:51.514640,0
iot5,16:51:52.515636,5
iot5,16:51:52.602002,0
iot5,16:51:53.516723,5
iot5,16:51:53.639094,0
iot5,16:51:54.517749,5
iot5,16:51:54.582115,0
iot5,16:51:55.518853,5
iot5,16:51:55.577189,0
iot5,16:51:56.519990,5
iot5,16:51:56.575289,0
iot5,16:51:57.521090,5
iot5,16:51:57.521243,0
iot5,16:51:58.522248,5
iot5,16:51:58.610594,0
iot5,16:51:59.523294,5
iot5,16:51:59.578862,0
iot5,16:52:00.524434,5
iot5,16:52:00.524587,0
iot5,16:52:01.525578,5
iot5,16:52:01.604895,0
iot5,16:52:02.526761,5
iot5,16:52:02.626091,0
iot5,16:52:03.527902,5
iot5,16:52:03.528052,0
iot5,16:52:04.529002,5
iot5,16:52:04.590416,0
iot5,16:52:05.530067,5
iot5,16:52:05.582357,0
iot5,16:52:06.531129,5
iot5,16:52:06.531270,0
iot5,16:52:07.531635,5
iot5,16:52:07.599948,0
iot5,16:52:08.532844,5
iot5,16:52:08.533011,0
iot5,16:52:09.534019,5
iot5,16:52:09.610357,0
iot5,16:52:10.535115,5
iot5,16:52:10.535277,0
iot5,16:52:11.536274,5
iot5,16:52:11.639695,0
iot5,16:52:12.537340,5
iot5,16:52:12.594682,0
iot5,16:52:13.538457,5
iot5,16:52:13.538629,0
iot5,16:52:14.539568,5
iot5,16:52:14.632902,0
iot5,16:52:15.540467,5
iot5,16:52:15.595972,0
iot5,16:52:16.540881,5
iot5,16:52:16.541037,0
iot5,16:52:17.541523,5
iot5,16:52:17.596819,0
iot5,16:52:18.542576,5
iot5,16:52:18.606887,0
iot5,16:52:19.542653,5
iot5,16:52:19.624456,0
iot5,16:52:20.543705,5
iot5,16:52:20.543867,0
iot5,16:52:21.544805,5
iot5,16:52:21.652343,0
iot5,16:52:22.545926,5
iot5,16:52:22.546080,0
iot5,16:52:23.547046,5
iot5,16:52:23.669416,0
iot5,16:52:24.548093,5
iot5,16:52:24.548240,0
iot5,16:52:25.548363,5
iot5,16:52:25.604851,0
iot5,16:52:26.549506,5
iot5,16:52:26.549675,0
iot5,16:52:27.550681,5
iot5,16:52:27.674054,0
iot5,16:52:28.551675,5
iot5,16:52:28.626090,0
iot5,16:52:29.552820,5
iot5,16:52:29.552975,0
iot5,16:52:30.554041,5
iot5,16:52:30.679427,0
iot5,16:52:31.555074,5
iot5,16:52:31.642415,0
iot5,16:52:32.555688,5
iot5,16:52:32.555845,0
iot5,16:52:33.556849,5
iot5,16:52:33.648355,0
iot5,16:52:34.557937,5
iot5,16:52:34.630375,0
iot5,16:52:35.559054,5
iot5,16:52:35.559216,0
iot5,16:52:36.560320,5
iot5,16:52:36.666775,0
iot5,16:52:37.561433,5
iot5,16:52:37.660808,0
iot5,16:52:38.562560,5
iot5,16:52:38.562728,0
iot5,16:52:39.563711,5
